Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
170123_1,N54760/N54754/N54755,Day1,4,0,F,400,old,60,106.418,26.1,45.982,25.2,44.966,6.6,11.766,2.1,3.703,0.035,0.034796745,1.773633333,1.763333333
170123_2,N54757/N54759,Day1,4,0,F,400,old,29.4,39.395,11.4,16.649,7.3,7.8,1.9,4.588,8.8,10.357,0.299319728,0.262901383,1.339965986,1.176931818
170123_3,N54765,Day1,4,0,F,400,old,60,84.197,4.2,6.457,19,20.943,33.2,51.554,3.6,5.244,0.06,0.062282504,1.403283333,1.456666667
170123_4,N54766,Day1,4,4,M,396,old,35.7,25.072,0,0,12.6,7.473,17.5,13.863,5.7,3.736,0.159663866,0.149010849,0.702296919,0.655438597
170123_5,N54770,Day1,4,4,M,396,old,41.2,30.054,0,0,11.8,7.44,21.6,16.125,7.7,6.489,0.186893204,0.21591136,0.729466019,0.842727273
170123_6,N54761,Day1,4,4,F,396,old,60,30.152,0,0,13.2,5.735,22.1,17.108,24.7,7.309,0.411666667,0.242405147,0.502533333,0.295910931
170123_7,N54762,Day1,4,4,F,396,old,60,62.959,22.5,27.301,24.2,20.746,12.6,14.06,0.7,0.852,0.011666667,0.013532617,1.049316667,1.217142857
170123_8,N54763,Day1,4,4,F,396,old,60,1.737,0,0,0,0,0.3,0,59.7,1.737,0.995,1,0.02895,0.029095477
170123_9,N54764,Day1,4,4,F,396,old,60,86.753,29.7,42.41,29.3,42.672,0.9,1.671,0,0,0,0,1.445883333,
170123_10,N54771,Day1,4,3,F,388,old,60,92.161,21.5,31.267,13.3,20.156,8.8,14.29,16.4,26.449,0.273333333,0.286986903,1.536016667,1.612743902
170123_11,N54772,Day1,4,3,F,388,old,25.4,,25.4,0,0,0,0,0,0,0,0,,,
170123_12,,Day1,4,3,F,388,old,38.4,64.598,4.1,8.882,10.6,17.862,10.9,21.238,12.9,16.617,0.3359375,0.257237066,1.682239583,1.288139535
170206_1,N54798,Day1,4,3,F,394,old,31.2,31.627,0,0,18.6,16.617,5.8,9.308,6.8,5.703,0.217948718,0.180320612,1.013685897,0.838676471
170206_2,N54805/N54800,Day1,4,3,F,394,old,60,74.955,5.4,8.489,20.8,25.957,25.7,30.677,8.2,9.832,0.136666667,0.131172037,1.24925,1.19902439
170206_3,N54801,Day1,4,3,M,393,old,60,109.466,23.9,42.017,13.4,23.63,9.3,18.452,13.4,25.367,0.223333333,0.231734054,1.824433333,1.893059702
170206_4,N54802,Day1,4,3,M,393,old,60,90.588,13.8,19.599,14.6,21.697,17.4,26.416,14.2,22.876,0.236666667,0.252527929,1.5098,1.610985916
170206_5,N54803,Day1,4,3,M,393,old,56.4,95.012,7.6,11.766,18.7,34.315,15.9,26.678,14.2,22.254,0.25177305,0.234223046,1.684609929,1.567183099
170206_6,N54804,Day1,4,3,M,383,old,60,107.762,15.7,28.612,15.2,26.055,10.8,17.698,18.2,35.396,0.303333333,0.328464579,1.796033333,1.944835165
170206_7,N54806,Day1,4,3,M,383,old,8.8,12.684,1.1,1.934,1.1,2.261,1.5,3.441,5.2,5.047,0.590909091,0.39790287,1.441363636,0.970576923
170206_8,N54807,Day1,4,3,M,383,old,60,104.943,16.1,29.103,23.6,35.232,8.6,17.501,11.7,23.106,0.195,0.220176667,1.74905,1.974871795
170206_9,N54818,Day1,4,0,M,367,old,60,86.229,31.4,42.279,10.8,13.634,1.9,3.441,15.9,26.875,0.265,0.311670088,1.43715,1.690251572
170206_10,N54824,Day1,4,0,M,367,old,60,100.322,28,38.411,14.7,28.514,7.6,15.764,9.7,17.633,0.161666667,0.17576404,1.672033333,1.817835052
170206_11,N54825,Day1,4,0,M,367,old,60,105.762,14.2,26.187,22,31.168,11,24.155,12.8,24.253,0.213333333,0.229316768,1.7627,1.894765625
170206_12,N54826,Day1,4,0,M,367,old,60,93.669,13.2,26.055,17.9,29.693,9.3,14.29,19.6,23.63,0.326666667,0.252271296,1.56115,1.205612245
170227_1,N54859,Day1,4,0,F,120,young,60,122.739,19.8,43.688,13,24.745,10.6,19.927,16.6,34.38,0.276666667,0.280106568,2.04565,2.071084337
170227_2,N54860,Day1,4,0,F,120,young,12.5,9.603,11.5,5.899,0,0,0.7,0,0.4,3.703,0.032,0.385608664,0.76824,9.2575
170227_3,N54861,Day1,4,0,F,120,young,60,110.056,24.3,44.573,14.9,24.351,9.4,20.517,11.4,20.615,0.19,0.187313731,1.834266667,1.808333333
170227_4,N54873,Day1,4,0,F,120,young,23.3,36.707,2.4,4.556,1.5,3.114,3.9,7.407,15.5,21.631,0.665236052,0.589288147,1.575407725,1.395548387
170227_5,N54874,Day1,4,0,F,120,young,9.1,17.272,8,9.046,0.3,4.949,0.5,3.277,0.3,0,0.032967033,0,1.898021978,0
170227_6,N54875,Day1,4,0,M,120,young,23.2,31.037,0,0,5.5,6.915,6.2,11.733,11.6,12.389,0.5,0.399168734,1.337801724,1.068017241
170227_7,N54876,Day1,4,0,M,120,young,24.2,6.588,0,0,2.4,0,21.8,6.588,0,0,0,0,0.272231405,
170227_8,N54877,Day1,4,0,M,120,young,14.2,15.601,13.4,6.915,0.1,3.114,0.3,0,0.4,5.572,0.028169014,0.357156593,1.098661972,13.93
170227_9,N54879,Day1,4,0,M,120,young,44.6,61.878,17.1,17.501,11.3,21.369,3.7,7.178,12.5,15.83,0.280269058,0.25582598,1.387399103,1.2664
170227_10,N54880,Day1,4,0,M,120,young,60,90.686,5.1,10.094,12.2,14.027,30.5,47.326,12.2,19.238,0.203333333,0.212138588,1.511433333,1.576885246
170313_1,N54837,Day1,4,0,F,380,old,57.7,97.47,10.9,20.582,27.7,46.867,9.3,15.076,9.7,14.945,0.168110919,0.15332923,1.689254766,1.54072165
170313_2,N54838,Day1,4,0,F,380,old,60,79.674,22.7,34.446,6.2,11.635,17.4,11.34,13.7,22.254,0.228333333,0.279313201,1.3279,1.624379562
170313_3,N54843,Day1,4,0,M,380,old,60,61.648,7.5,8.816,41.8,38.542,8.7,9.898,2,4.392,0.033333333,0.071243187,1.027466667,2.196
170313_4,N54844,Day1,4,0,M,380,old,60,95.045,17.5,24.089,18.8,27.661,10.9,20.615,12.7,22.68,0.211666667,0.23862381,1.584083333,1.785826772
170313_5,N54856,Day1,4,0,M,380,old,19.1,20.615,3.8,6.227,6.2,7.309,0,0,9.2,7.079,0.481675393,0.343390735,1.079319372,0.769456522
170313_6,N54857,Day1,4,0,M,380,old,41.7,69.678,3.2,5.998,16.5,26.94,7.2,14.453,14.8,22.286,0.354916067,0.319842705,1.670935252,1.505810811
170313_7,N54858,Day1,4,0,M,380,old,28.2,35.331,11.7,14.847,6.3,9.373,0.9,1.803,9.3,9.308,0.329787234,0.26345136,1.25287234,1.000860215
170501_3,N54891/N54900LRspecific,Day1,4,0,M,381,old,16.9,18.649,0,0,2.3,0.59,8.7,14.585,5.9,3.474,0.349112426,0.186283447,1.103491124,0.588813559
170501_4,N54892,Day1,4,0,F,381,old,60,120.97,13,23.499,15.2,29.53,12.6,28.677,19.2,39.263,0.32,0.324568075,2.016166667,2.044947917
170501_5,N54893,Day1,4,0,M,381,old,60,115.791,12.3,23.335,18.5,34.675,13.7,24.45,15.5,33.331,0.258333333,0.287854842,1.92985,2.150387097
170501_6,N54897,Day1,4,0,M,381,old,8.1,10.553,0.9,1.868,1.9,3.343,1.3,2.819,4,2.524,0.493827161,0.239173695,1.302839506,0.631
170501_7,N54898,Day1,4,0,F,381,old,60,109.99,13.6,25.498,18.6,35.134,9.6,20.189,18.1,29.169,0.301666667,0.265196836,1.833166667,1.611546961
170501_8,N54899,Day1,4,0,F,381,old,60,91.964,7.2,13.503,21.7,29.923,26.5,39.624,4.7,8.915,0.078333333,0.096940107,1.532733333,1.896808511
161107_1,N54716/N54915,Day2,1,4,F,383,old,60,101.338,23.8,39.886,25.5,41.656,5.2,10.652,5.5,9.144,0.091666667,0.090232687,1.688966667,1.662545455
161107_2,N54714/N54916,Day2,1,4,F,383,old,27.4,25.203,1.7,3.277,18,14.257,3.7,5.342,4,2.327,0.145985402,0.092330278,0.919817518,0.58175
161107_3,N54717,Day2,1,4,F,383,old,60,91.637,7.1,11.569,33.1,47.162,18.9,31.791,0.8,1.114,0.013333333,0.012156662,1.527283333,1.3925
161107_4,N54715/N54917,Day2,1,4,M,379,old,17.8,35.199,5,11.405,0,0,3.6,7.636,9.2,16.158,0.516853933,0.459047132,1.97747191,1.756304348
161107_5,N54718//N54721,Day2,1,4,M,379,old,29.9,52.537,9.4,16.387,1.3,3.146,6.3,12.815,12.9,20.189,0.431438127,0.384281554,1.757090301,1.56503876
161107_6,N54719,Day2,1,4,M,379,old,60,90.26,30.8,43.033,16.8,23.827,6.4,11.668,5.9,11.733,0.098333333,0.129991137,1.504333333,1.988644068
161107_7,N54720,Day2,1,4,M,379,old,44.1,,0,0,0,0,0,0,44.1,0,1,,,0
161107_8,N54722,Day2,1,4,M,379,old,30.5,46.048,14.6,15.764,6.4,15.469,5.7,12.651,3.9,2.163,0.127868853,0.046972724,1.509770492,0.554615385
170123_1,N54760/N54754/N54755,Day2,1,0,F,400,old,60,,60,0,0,0,0,0,0,0,0,,,
170123_2,N54757/N54759,Day2,1,0,F,400,old,16.2,26.645,2.3,4.752,2.3,5.08,1.5,3.343,10.1,13.47,0.62345679,0.505535748,1.644753086,1.333663366
170123_3,N54765,Day2,1,0,F,400,old,60,112.612,17.6,35.724,6.6,13.405,12.5,25.236,23.4,38.247,0.39,0.339635208,1.876866667,1.63448718
170123_4,N54766,Day2,1,4,M,396,old,9.2,6.489,0,0,0,0,0,0,9.2,6.489,1,1,0.705326087,0.705326087
170123_5,N54770,Day2,1,4,M,396,old,44,51.587,8.7,13.437,0,0,9.8,13.405,25.5,24.745,0.579545455,0.479675112,1.172431818,0.970392157
170123_6,N54761,Day2,1,4,F,396,old,60,63.779,12.6,13.732,4.9,9.046,8.9,8.423,33.6,32.578,0.56,0.510795089,1.062983333,0.969583333
170123_7,N54762,Day2,1,4,F,396,old,60,71.186,39.5,47.097,8.8,13.339,9.1,8.783,2.6,1.966,0.043333333,0.02761779,1.186433333,0.756153846
170123_8,N54763,Day2,1,4,F,396,old,60,82.558,26,31.627,0,0,3.4,6.719,30.6,44.212,0.51,0.535526539,1.375966667,1.444836601
170123_9,N54764,Day2,1,4,F,396,old,60,96.782,23.8,37.133,17.9,29.759,6.3,10.914,12,18.976,0.2,0.196069517,1.613033333,1.581333333
170123_10,N54771,Day2,1,3,F,388,old,46.3,77.15,10.6,20.353,7.3,10.914,9.5,17.338,18.9,28.546,0.408207343,0.370006481,1.666306696,1.51037037
170123_11,N54772,Day2,1,3,F,388,old,60,113.628,22.5,42.967,9.2,17.108,7.4,15.273,20.9,38.28,0.348333333,0.336888795,1.8938,1.831578947
170123_12,,Day2,1,3,F,388,old,34.2,52.701,6.7,10.127,4.7,8.62,5.7,9.57,17.1,24.384,0.5,0.462685718,1.540964912,1.425964912
170206_1,N54798,Day2,1,3,F,394,old,60,93.734,26.1,38.903,5.7,10.193,12.2,20.943,16,23.696,0.266666667,0.252800478,1.562233333,1.481
170206_2,N54805/N54800,Day2,1,3,F,394,old,60,90.162,16.8,24.974,6.4,9.505,6.3,8.325,30.5,47.359,0.508333333,0.525265633,1.5027,1.552754098
170206_3,N54801,Day2,1,3,M,393,old,7.6,7.997,0,0,0,0,0,0,7.6,7.997,1,1,1.052236842,1.052236842
170206_4,N54802,Day2,1,3,M,393,old,14.7,12.815,0,0,0,0,0,0,14.7,12.815,1,1,0.871768708,0.871768708
170206_5,N54803,Day2,1,3,M,393,old,37.8,56.208,6.8,8.98,0,0,1.7,3.31,29.2,43.917,0.772486773,0.78133006,1.486984127,1.504006849
170206_6,N54804,Day2,1,3,M,383,old,43.6,74.463,0.9,2.753,10.3,19.075,11.4,25.171,20.9,27.465,0.479357798,0.368840901,1.707866973,1.314114833
170206_7,N54806,Day2,1,3,M,383,old,24.7,51.75,4.9,12.028,7,13.634,5.6,15.043,7.2,11.045,0.291497976,0.213429952,2.0951417,1.534027778
170206_8,N54807,Day2,1,3,M,383,old,60,110.842,17,29.366,7.9,17.174,14.3,27.006,20.9,37.297,0.348333333,0.336487974,1.847366667,1.784545455
170206_9,N54818,Day2,1,0,M,367,old,60,113.202,14.4,26.482,4.5,8.849,22.1,39.067,18.9,38.805,0.315,0.342794297,1.8867,2.053174603
170206_10,N54824,Day2,1,0,M,367,old,60,119.003,20.9,39.46,9.4,20.025,9.2,19.828,20.5,39.69,0.341666667,0.333521004,1.983383333,1.936097561
170206_11,N54825,Day2,1,0,M,367,old,60,107.27,19.2,31.824,13.4,22.975,11,22.254,16.4,30.218,0.273333333,0.281700382,1.787833333,1.842560976
170206_12,N54826,Day2,1,0,M,367,old,12.4,17.895,5.8,10.783,0,0,0,0,6.6,7.112,0.532258065,0.39742945,1.443145161,1.077575758
170227_1,N54859,Day2,1,0,F,120,young,60,135.292,8.2,15.994,13,23.729,20.2,37.854,18.6,57.715,0.31,0.426595808,2.254866667,3.102956989
170227_2,N54860,Day2,1,0,F,120,young,21,37.035,1.3,2.589,1.5,3.671,4.4,7.669,13.8,23.106,0.657142857,0.623896314,1.763571429,1.674347826
170227_3,N54861,Day2,1,0,F,120,young,60,101.961,18.3,32.25,3.2,7.538,22.8,30.709,15.7,31.463,0.261666667,0.30857877,1.69935,2.004012739
170227_4,N54873,Day2,1,0,F,120,young,47.4,74.496,7.1,15.797,3.1,6.194,20.5,23.597,16.6,28.907,0.350210971,0.388034257,1.57164557,1.741385542
170227_5,N54874,Day2,1,0,F,120,young,6.9,2.294,0,0,0,0,1.3,2.294,5.6,0,0.811594203,0,0.332463768,0
170227_6,N54875,Day2,1,0,M,120,young,6.6,7.374,0.1,0.328,0,0,1,2.098,5.5,4.949,0.833333333,0.67114185,1.117272727,0.899818182
170227_7,N54876,Day2,1,0,M,120,young,43.5,65.581,7.4,13.175,6.1,10.553,14.3,23.171,15.7,18.681,0.36091954,0.284853845,1.507609195,1.189872612
170227_8,N54877,Day2,1,0,M,120,young,8.1,5.08,0,0,0,0,0,0,8.1,5.08,1,1,0.627160494,0.627160494
170227_9,N54879,Day2,1,0,M,120,young,60,99.142,14.4,24.646,7.6,14.191,7.8,12.749,30.2,47.555,0.503333333,0.47966553,1.652366667,1.574668874
170227_10,N54880,Day2,1,0,M,120,young,60,83.246,11.8,18.517,5.1,8.194,10.8,15.338,32.3,41.197,0.538333333,0.494882637,1.387433333,1.275448916
170313_1,N54837,Day2,1,0,F,380,old,60,0,0,0,0,0,0,0,60,0,1,,0,0
170313_2,N54838,Day2,1,0,F,380,old,14.6,8.783,0,0,0,0,0,0,14.6,8.783,1,1,0.601575343,0.601575343
170313_3,N54843,Day2,1,0,M,380,old,60,69.088,19.3,21.139,3.2,5.801,22.7,23.565,14.9,18.583,0.248333333,0.268975799,1.151466667,1.247181208
170313_4,N54844,Day2,1,0,M,380,old,13.1,12.553,0,0,0,0,1.5,0.459,11.6,12.094,0.885496183,0.963435035,0.958244275,1.042586207
170313_5,N54856,Day2,1,0,M,380,old,36.4,58.567,12.7,20.025,7.9,15.371,6.7,12.028,9.1,11.143,0.25,0.190260727,1.608983517,1.224505495
170313_6,N54857,Day2,1,0,M,380,old,25.7,9.472,0,0,0,0,3.1,5.572,22.6,3.9,0.879377432,0.411739865,0.368560311,0.172566372
170313_7,N54858,Day2,1,0,M,380,old,41,70.17,7.8,15.043,3.1,6.522,13.3,24.581,16.8,24.023,0.409756098,0.342354283,1.711463415,1.429940476
170501_3,N54891/N54900LRspecific,Day2,1,0,M,381,old,60,103.37,26.4,50.8,7.4,13.7,8.3,9.898,17.9,28.972,0.298333333,0.280274741,1.722833333,1.618547486
170501_4,N54892,Day2,1,0,F,381,old,7.6,3.867,0,0,0,0,0,0,7.6,3.867,1,1,0.50881579,0.50881579
170501_5,N54893,Day2,1,0,M,381,old,43.9,57.781,3.2,8.62,5,9.078,17.6,25.367,18,14.716,0.410022779,0.254685796,1.3161959,0.817555556
170501_6,N54897,Day2,1,0,M,381,old,60,107.86,18.2,31.857,14.1,27.268,10.9,22.319,16.7,26.416,0.278333333,0.244910069,1.797666667,1.581796407
170501_7,N54898,Day2,1,0,F,381,old,46.3,78.855,10,20.844,10.7,20.91,13.7,19.632,12,17.469,0.259179266,0.221533194,1.70313175,1.45575
170501_8,N54899,Day2,1,0,F,381,old,6.5,5.834,0,0,0,0,0,0,6.5,5.834,1,1,0.897538462,0.897538462
161107_1,N54716/N54915,Day2,2,4,F,383,old,60,,60,0,0,0,0,0,0,0,0,,,
161107_2,N54714/N54916,Day2,2,4,F,383,old,60,73.513,23.4,28.645,9.1,12.979,5.4,8.03,22.2,23.86,0.37,0.324568444,1.225216667,1.074774775
161107_3,N54717,Day2,2,4,F,383,old,60,83.115,35,47.195,6.1,8.98,4.4,7.538,14.6,19.402,0.243333333,0.233435601,1.38525,1.32890411
161107_4,N54715/N54917,Day2,2,4,M,379,old,60,118.839,13.5,29.792,7.1,13.306,15.9,28.087,23.5,47.654,0.391666667,0.400996306,1.98065,2.027829787
161107_5,N54718//N54721,Day2,2,4,M,379,old,10.3,0.787,10.3,0.787,0,0,0,0,0,0,0,0,0.076407767,
161107_6,N54719,Day2,2,4,M,379,old,21.6,26.842,8.2,11.831,3,4.457,0,0,10.4,10.553,0.481481482,0.393152522,1.242685185,1.014711539
161107_7,N54720,Day2,2,4,M,379,old,17.9,,17.9,0,0,0,0,0,0,0,0,,,
161107_8,N54722,Day2,2,4,M,379,old,60,114.546,14.2,29.693,9.6,16.617,8.3,15.142,27.9,53.094,0.465,0.46351684,1.9091,1.903010753
170123_1,N54760/N54754/N54755,Day2,2,0,F,400,old,27,50.702,10.4,19.599,8.9,21.303,3.9,6.489,3.8,3.31,0.140740741,0.065283421,1.877851852,0.871052632
170123_2,N54757/N54759,Day2,2,0,F,400,old,21.1,34.511,4.8,8.98,3.1,5.146,7.2,15.502,6,4.883,0.28436019,0.141491119,1.635592417,0.813833333
170123_3,N54765,Day2,2,0,F,400,old,60,123.591,21.8,45.261,13.2,25.171,8.9,21.238,16.2,31.922,0.27,0.258287416,2.05985,1.970493827
170123_4,N54766,Day2,2,4,M,396,old,58.1,64.532,9.4,10.094,12.8,16.846,23.1,29.103,12.8,8.489,0.220309811,0.131547139,1.11070568,0.663203125
170123_5,N54770,Day2,2,4,M,396,old,60,,0,0,0,0,60,0,0,0,0,,,
170123_6,N54761,Day2,2,4,F,396,old,60,53.225,13.4,11.11,5.4,9.046,31.5,23.925,9.7,9.144,0.161666667,0.171798967,0.887083333,0.942680412
170123_7,N54762,Day2,2,4,F,396,old,19.8,14.388,0,0,0,0,12.9,10.193,6.8,4.195,0.343434343,0.291562413,0.726666667,0.616911765
170123_8,N54763,Day2,2,4,F,396,old,48.7,52.34,0,0,8.6,14.781,32.3,31.889,7.7,5.67,0.158110883,0.108330149,1.074743327,0.736363636
170123_9,N54764,Day2,2,4,F,396,old,22.9,31.594,3.3,5.441,10.3,15.863,4.3,6.555,5.1,3.736,0.222707424,0.118250301,1.379650655,0.73254902
170123_10,N54771,Day2,2,3,F,388,old,28.8,54.012,4.5,10.848,1.1,2.884,4.2,9.832,18.9,30.447,0.65625,0.563708065,1.875416667,1.610952381
170123_11,N54772,Day2,2,3,F,388,old,37.6,57.355,0,0,5.3,7.604,13.4,23.729,18.9,26.023,0.502659575,0.453718072,1.525398936,1.376878307
170123_12,,Day2,2,3,F,388,old,6.8,6.751,0.9,1.606,0.1,0.426,1.4,2.884,4.4,1.835,0.647058824,0.271811584,0.992794118,0.417045455
170206_1,N54798,Day2,2,3,F,394,old,60,101.239,21,32.119,9.2,16.027,13.8,24.286,15.9,28.809,0.265,0.284564249,1.687316667,1.811886793
170206_2,N54805/N54800,Day2,2,3,F,394,old,60,95.275,14.8,20.975,13.1,26.645,9.8,18.026,22.2,29.628,0.37,0.310973498,1.587916667,1.334594595
170206_3,N54801,Day2,2,3,M,393,old,18.4,37.133,1.8,4.13,1.5,3.867,4.8,12.323,10.3,16.813,0.559782609,0.452777853,2.018097826,1.632330097
170206_4,N54802,Day2,2,3,M,393,old,27.2,38.084,0,0,5.4,8.652,17.8,27.268,4,2.163,0.147058824,0.056795505,1.400147059,0.54075
170206_5,N54803,Day2,2,3,M,393,old,19.2,29.53,4.5,7.145,1.3,1.999,5.4,10.389,8,9.996,0.416666667,0.338503217,1.538020833,1.2495
170206_6,N54804,Day2,2,3,M,383,old,47.4,86.196,11.2,20.779,6.1,12.094,5.3,11.405,24.7,41.918,0.521097046,0.48631027,1.818481013,1.69708502
170206_7,N54806,Day2,2,3,M,383,old,20.5,30.873,11.1,18.354,0.9,1.311,2.6,6.588,5.9,4.621,0.287804878,0.149677712,1.506,0.783220339
170206_8,N54807,Day2,2,3,M,383,old,43.2,89.244,5.2,12.651,19.2,35.199,7.4,19.796,11.3,21.598,0.261574074,0.242010667,2.065833333,1.911327434
170206_9,N54818,Day2,2,0,M,367,old,60,135.489,14.8,33.954,10.2,26.285,20,43.196,15.1,32.053,0.251666667,0.236572711,2.25815,2.122715232
170206_10,N54824,Day2,2,0,M,367,old,53.5,94.783,9.8,19.206,5.2,13.732,9.5,21.565,29,40.279,0.542056075,0.424960172,1.77164486,1.388931035
170206_11,N54825,Day2,2,0,M,367,old,60,100.486,12.8,22.286,4.7,8.292,17.3,27.366,25.1,42.541,0.418333333,0.423352507,1.674766667,1.694860558
170206_12,N54826,Day2,2,0,M,367,old,60,113.792,11.2,22.811,6.2,14.388,22.4,40.214,20.2,36.379,0.336666667,0.319697343,1.896533333,1.800940594
170227_1,N54859,Day2,2,0,F,120,young,60,107.467,32.9,54.831,6.1,12.651,8.5,20.648,12.5,19.337,0.208333333,0.179934305,1.791116667,1.54696
170227_2,N54860,Day2,2,0,F,120,young,60,110.285,8.9,13.601,20.1,41.623,17.6,32.578,13.4,22.483,0.223333333,0.203862719,1.838083333,1.677835821
170227_3,N54861,Day2,2,0,F,120,young,30.2,47.424,7.7,16.354,3.2,5.735,4.1,7.374,15.2,17.96,0.503311258,0.378711201,1.570331126,1.181578947
170227_4,N54873,Day2,2,0,F,120,young,33.2,46.802,17.3,25.99,1,2.294,4.2,8.915,10.6,9.603,0.319277108,0.205183539,1.409698795,0.905943396
170227_5,N54874,Day2,2,0,F,120,young,60,85.147,24.9,34.118,29.9,46.375,2.8,3.081,2.5,1.573,0.041666667,0.018473933,1.419116667,0.6292
170227_6,N54875,Day2,2,0,M,120,young,14.1,23.466,7.1,13.962,1.6,3.474,0,0,5.4,6.03,0.382978723,0.256967528,1.664255319,1.116666667
170227_7,N54876,Day2,2,0,M,120,young,22.2,32.086,3.4,4.949,0,0,0,0,18.8,27.137,0.846846847,0.845758275,1.445315315,1.443457447
170227_8,N54877,Day2,2,0,M,120,young,9.5,14.814,5.3,11.209,0.5,1.049,0,0,3.8,2.556,0.4,0.17253949,1.559368421,0.672631579
170227_9,N54879,Day2,2,0,M,120,young,10.9,17.01,2.4,5.473,0.2,0.787,2.7,5.637,5.7,5.113,0.52293578,0.30058789,1.560550459,0.897017544
170227_10,N54880,Day2,2,0,M,120,young,60,77.773,27.7,35.56,14.6,21.893,14.6,13.044,3.2,7.276,0.053333333,0.093554318,1.296216667,2.27375
170313_1,N54837,Day2,2,0,F,380,old,55.7,104.845,19.2,33.79,17,35.757,9.9,22.352,9.7,12.946,0.174147217,0.123477514,1.882315979,1.334639175
170313_2,N54838,Day2,2,0,F,380,old,39.1,47.883,0,0,12.1,13.405,3,7.014,24,27.465,0.613810742,0.573585615,1.224629156,1.144375
170313_3,N54843,Day2,2,0,M,380,old,60,76.364,30.1,32.283,4.4,7.407,4.5,6.686,21.1,29.988,0.351666667,0.39269813,1.272733333,1.421232228
170313_4,N54844,Day2,2,0,M,380,old,5.9,6.555,1.6,4.13,0,0,0,0,4.3,2.425,0.728813559,0.369946606,1.111016949,0.563953488
170313_5,N54856,Day2,2,0,M,380,old,8.2,11.537,0.6,1.344,1.5,3.409,0.9,2.589,5.2,4.195,0.634146342,0.363612724,1.40695122,0.806730769
170313_6,N54857,Day2,2,0,M,380,old,60,99.339,8.8,15.24,17,24.941,13.7,26.252,20.4,32.905,0.34,0.331239493,1.65565,1.612990196
170313_7,N54858,Day2,2,0,M,380,old,11.4,12.913,6.7,9.931,0,0,0,0,4.7,2.982,0.412280702,0.230930071,1.132719298,0.634468085
170501_3,N54891/N54900LRspecific,Day2,2,0,M,381,old,29.3,15.633,14.8,11.963,0,0,0,0,14.5,3.671,0.494880546,0.23482377,0.533549488,0.253172414
170501_4,N54892,Day2,2,0,F,381,old,60,127.164,19.2,34.675,17.5,40.05,13.7,32.053,9.6,20.386,0.16,0.160312667,2.1194,2.123541667
170501_5,N54893,Day2,2,0,M,381,old,35.6,53.946,11.3,16.158,1.4,3.015,4.1,7.538,18.7,27.235,0.525280899,0.504856709,1.515337079,1.456417112
170501_6,N54897,Day2,2,0,M,381,old,60,102.649,32.4,53.16,10.3,16.617,5.6,8.685,11.7,24.187,0.195,0.235628209,1.710816667,2.067264957
170501_7,N54898,Day2,2,0,F,381,old,60,108.679,22.4,41.918,16.9,30.021,10.2,17.633,10.6,19.107,0.176666667,0.175811334,1.811316667,1.80254717
170501_8,N54899,Day2,2,0,F,381,old,60,68.531,27.7,21.533,23.7,29.169,5.4,11.045,3.2,6.784,0.053333333,0.098991697,1.142183333,2.12
161107_1,N54716/N54915,Day2,3,4,F,383,old,41.2,47.523,10.9,13.044,6.1,4.359,4.4,7.866,19.8,22.254,0.480582524,0.468278518,1.153470874,1.123939394
161107_2,N54714/N54916,Day2,3,4,F,383,old,41,33.364,23.7,13.831,2.4,1.114,6.9,9.865,8.1,8.554,0.197560976,0.256384127,0.813756098,1.056049383
161107_3,N54717,Day2,3,4,F,383,old,60,77.478,33.6,37.854,23.1,33.299,3.2,6.325,0,0,0,0,1.2913,
161107_4,N54715/N54917,Day2,3,4,M,379,old,60,96.782,12.7,20.844,10.1,21.697,15.7,23.597,21.5,30.644,0.358333333,0.316629125,1.613033333,1.425302326
161107_5,N54718//N54721,Day2,3,4,M,379,old,14.1,18.222,0,0,2.6,3.376,1.2,2.622,10.3,12.225,0.730496454,0.670892328,1.292340426,1.186893204
161107_6,N54719,Day2,3,4,M,379,old,60,93.341,12.2,15.469,15.9,24.253,13.4,22.221,18.5,31.398,0.308333333,0.336379512,1.555683333,1.697189189
161107_7,N54720,Day2,3,4,M,379,old,50.8,59.125,19.1,25.761,21.2,21.959,4.7,6.719,5.9,4.687,0.116141732,0.079272727,1.163877953,0.79440678
161107_8,N54722,Day2,3,4,M,379,old,60,113.464,13.1,26.94,14.8,30.218,7.9,18.452,24.2,37.854,0.403333333,0.333621237,1.891066667,1.564214876
170123_1,N54760/N54754/N54755,Day2,3,0,F,400,old,37.6,,37.6,0,0,0,0,0,0,0,0,,,
170123_2,N54757/N54759,Day2,3,0,F,400,old,7.8,1.737,7.8,1.737,0,0,0,0,0,0,0,0,0.222692308,
170123_3,N54765,Day2,3,0,F,400,old,39,,39,0,0,0,0,0,0,0,0,,,
170123_4,N54766,Day2,3,4,M,396,old,45.6,48.637,16.1,21.828,14.1,13.437,1.8,2.065,13.6,11.307,0.298245614,0.232477332,1.066600877,0.831397059
170123_5,N54770,Day2,3,4,M,396,old,31.9,24.974,21.6,19.304,1.8,3.114,0,0,8.5,2.556,0.26645768,0.10234644,0.782884013,0.300705882
